Date,Dividends
2007-03-26 00:00:00-04:00,0.268
2007-06-25 00:00:00-04:00,0.296
2007-09-24 00:00:00-04:00,0.346
2007-12-14 00:00:00-05:00,0.447
2008-03-25 00:00:00-04:00,0.371
2008-06-24 00:00:00-04:00,0.371
2008-09-24 00:00:00-04:00,0.371
2008-12-22 00:00:00-05:00,0.33
2009-03-25 00:00:00-04:00,0.31
2009-06-24 00:00:00-04:00,0.28
2009-09-24 00:00:00-04:00,0.257
2009-12-22 00:00:00-05:00,0.321
2010-03-25 00:00:00-04:00,0.229
2010-06-24 00:00:00-04:00,0.273
2010-09-24 00:00:00-04:00,0.276
2010-12-22 00:00:00-05:00,0.313
2011-03-25 00:00:00-04:00,0.31
2011-06-24 00:00:00-04:00,0.335
2011-09-23 00:00:00-04:00,0.307
2011-12-21 00:00:00-05:00,0.375
2012-03-26 00:00:00-04:00,0.328
2012-06-25 00:00:00-04:00,0.37
2012-09-24 00:00:00-04:00,0.403
2012-12-20 00:00:00-05:00,0.492
2013-03-22 00:00:00-04:00,0.361
2013-06-24 00:00:00-04:00,0.419
2013-09-23 00:00:00-04:00,0.437
2013-12-20 00:00:00-05:00,0.532
2014-03-24 00:00:00-04:00,0.401
2014-06-23 00:00:00-04:00,0.476
2014-09-22 00:00:00-04:00,0.469
2014-12-18 00:00:00-05:00,0.562
2015-03-23 00:00:00-04:00,0.462
2015-06-26 00:00:00-04:00,0.56
2015-09-23 00:00:00-04:00,0.528
2015-12-21 00:00:00-05:00,0.599
2016-03-15 00:00:00-04:00,0.478
2016-06-21 00:00:00-04:00,0.578
2016-09-13 00:00:00-04:00,0.483
2016-12-22 00:00:00-05:00,0.667
2017-03-22 00:00:00-04:00,0.56
2017-06-23 00:00:00-04:00,0.596
2017-09-20 00:00:00-04:00,0.602
2017-12-21 00:00:00-05:00,0.643
2018-03-26 00:00:00-04:00,0.608
2018-06-22 00:00:00-04:00,0.63
2018-09-26 00:00:00-04:00,0.672
2018-12-24 00:00:00-05:00,0.739
2019-03-25 00:00:00-04:00,0.652
2019-06-17 00:00:00-04:00,0.625
2019-09-24 00:00:00-04:00,0.786
2019-12-23 00:00:00-05:00,0.779
2020-03-10 00:00:00-04:00,0.554
2020-06-22 00:00:00-04:00,0.837
2020-09-21 00:00:00-04:00,0.705
2020-12-21 00:00:00-05:00,0.81
2021-03-22 00:00:00-04:00,0.656
2021-06-21 00:00:00-04:00,0.752
2021-09-20 00:00:00-04:00,0.749
2021-12-20 00:00:00-05:00,0.939
2022-03-21 00:00:00-04:00,0.662
2022-06-21 00:00:00-04:00,0.848
2022-09-19 00:00:00-04:00,0.767
2022-12-19 00:00:00-05:00,0.975
2023-03-20 00:00:00-04:00,0.717
2023-06-20 00:00:00-04:00,0.877
2023-09-18 00:00:00-04:00,0.785
2023-12-18 00:00:00-05:00,1.1
2024-03-15 00:00:00-04:00,0.656
2024-06-21 00:00:00-04:00,1.024
2024-09-20 00:00:00-04:00,0.851
